<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2016/3/15,14:50:00,11110,11125,11100,11115,3866
2016/3/15,14:55:00,11115,11120,11090,11115,6050
2016/3/15,15:00:00,11110,11120,11080,11085,11526
2016/3/15,21:05:00,11080,11145,11060,11130,13368
2016/3/15,21:10:00,11130,11170,11125,11170,12494
2016/3/15,21:15:00,11170,11190,11150,11190,12470
2016/3/15,21:20:00,11190,11220,11190,11195,19800
2016/3/15,21:25:00,11195,11205,11185,11195,7546
2016/3/15,21:30:00,11190,11200,11185,11195,3280
2016/3/15,21:35:00,11200,11210,11185,11190,4780
2016/3/15,21:40:00,11185,11190,11165,11180,6674
2016/3/15,21:45:00,11175,11205,11170,11200,6514
2016/3/15,21:50:00,11200,11200,11185,11190,3982
2016/3/15,21:55:00,11190,11195,11175,11185,3290
2016/3/15,22:00:00,11180,11195,11180,11195,2358
2016/3/15,22:05:00,11195,11210,11185,11185,4672
2016/3/15,22:10:00,11185,11200,11180,11180,2034
2016/3/15,22:15:00,11180,11180,11165,11175,6618
2016/3/15,22:20:00,11175,11190,11170,11175,3360
2016/3/15,22:25:00,11175,11175,11130,11140,8794
2016/3/15,22:30:00,11140,11160,11135,11150,7146
2016/3/15,22:35:00,11150,11150,11130,11150,4848
2016/3/15,22:40:00,11145,11160,11135,11145,4028
2016/3/15,22:45:00,11150,11160,11145,11150,2632
2016/3/15,22:50:00,11150,11155,11145,11145,2068
2016/3/15,22:55:00,11145,11160,11135,11160,4126
2016/3/15,23:00:00,11160,11160,11130,11145,5702
2016/3/16,09:05:00,11205,11245,11195,11220,23632
2016/3/16,09:10:00,11220,11260,11200,11235,13920
2016/3/16,09:15:00,11240,11250,11215,11220,8694
2016/3/16,09:20:00,11220,11235,11220,11220,4484
2016/3/16,09:25:00,11220,11230,11215,11230,3114
2016/3/16,09:30:00,11230,11240,11220,11230,3900
2016/3/16,09:35:00,11230,11260,11230,11240,6646
2016/3/16,09:40:00,11240,11245,11210,11225,8164
2016/3/16,09:45:00,11220,11225,11210,11225,4472
2016/3/16,09:50:00,11220,11230,11215,11220,2654
2016/3/16,09:55:00,11225,11230,11220,11230,2254
2016/3/16,10:00:00,11230,11245,11215,11245,4914
2016/3/16,10:05:00,11245,11250,11235,11240,5646
2016/3/16,10:10:00,11240,11245,11185,11185,8468
2016/3/16,10:15:00,11185,11190,11155,11160,16260
2016/3/16,10:35:00,11160,11175,11145,11150,8908
2016/3/16,10:40:00,11155,11160,11140,11155,8364
2016/3/16,10:45:00,11150,11150,11135,11135,6766
2016/3/16,10:50:00,11135,11155,11115,11150,10022
2016/3/16,10:55:00,11150,11160,11145,11155,3368
2016/3/16,11:00:00,11160,11160,11145,11150,2366
2016/3/16,11:05:00,11145,11160,11145,11150,3006
2016/3/16,11:10:00,11150,11155,11130,11130,3330
2016/3/16,11:15:00,11135,11160,11130,11145,3546
2016/3/16,11:20:00,11150,11155,11140,11150,2310
2016/3/16,11:25:00,11150,11150,11135,11145,2726
2016/3/16,11:30:00,11145,11155,11140,11155,2046
2016/3/16,13:35:00,11165,11175,11160,11165,6348
2016/3/16,13:40:00,11165,11195,11165,11195,8938
2016/3/16,13:45:00,11195,11225,11190,11215,12114
2016/3/16,13:50:00,11215,11230,11205,11220,10038
2016/3/16,13:55:00,11220,11240,11215,11235,9168
2016/3/16,14:00:00,11235,11270,11230,11230,20114
2016/3/16,14:05:00,11230,11245,11220,11240,10676
2016/3/16,14:10:00,11240,11245,11220,11225,4552
2016/3/16,14:15:00,11225,11230,11220,11225,3440
2016/3/16,14:20:00,11225,11225,11180,11180,9390
2016/3/16,14:25:00,11180,11210,11180,11195,8500
2016/3/16,14:30:00,11195,11205,11190,11190,4360
2016/3/16,14:35:00,11190,11225,11180,11225,7954
2016/3/16,14:40:00,11225,11250,11220,11245,9934
2016/3/16,14:45:00,11240,11250,11225,11240,5266
2016/3/16,14:50:00,11235,11245,11215,11230,5180
2016/3/16,14:55:00,11230,11260,11220,11245,7966
2016/3/16,15:00:00,11250,11275,11210,11270,16828
2016/3/16,21:05:00,11585,11615,11570,11585,14548
2016/3/16,21:10:00,11590,11615,11585,11610,9728
2016/3/16,21:15:00,11605,11615,11585,11585,6498
2016/3/16,21:20:00,11590,11605,11580,11595,5582
2016/3/16,21:25:00,11595,11605,11580,11585,4356
2016/3/16,21:30:00,11590,11590,11555,11580,6164
2016/3/16,21:35:00,11580,11600,11575,11590,3418
2016/3/16,21:40:00,11590,11600,11580,11595,2000
2016/3/16,21:45:00,11595,11610,11590,11595,2830
2016/3/16,21:50:00,11590,11600,11585,11585,1110
2016/3/16,21:55:00,11585,11605,11585,11605,1886
2016/3/16,22:00:00,11605,11655,11600,11650,10688
2016/3/16,22:05:00,11650,11685,11645,11670,11180
2016/3/16,22:10:00,11675,11685,11655,11665,6122
2016/3/16,22:15:00,11660,11715,11660,11690,10832
2016/3/16,22:20:00,11690,11700,11670,11690,5140
2016/3/16,22:25:00,11685,11740,11685,11730,7832
2016/3/16,22:30:00,11730,11745,11710,11735,7336
2016/3/16,22:35:00,11735,11760,11710,11725,10572
2016/3/16,22:40:00,11725,11730,11710,11725,4208
2016/3/16,22:45:00,11725,11765,11725,11755,6448
2016/3/16,22:50:00,11755,11775,11750,11760,5378
2016/3/16,22:55:00,11760,11790,11750,11750,7018
2016/3/16,23:00:00,11750,11810,11750,11800,7350
2016/3/17,09:05:00,11860,11930,11840,11880,23094
2016/3/17,09:10:00,11880,11890,11810,11815,10668
2016/3/17,09:15:00,11820,11820,11775,11800,11538
2016/3/17,09:20:00,11800,11830,11800,11825,4578
2016/3/17,09:25:00,11820,11830,11775,11785,6354
2016/3/17,09:30:00,11785,11795,11730,11745,10154
2016/3/17,09:35:00,11745,11790,11745,11790,7290
2016/3/17,09:40:00,11785,11795,11770,11770,4150
2016/3/17,09:45:00,11770,11795,11745,11755,5236
2016/3/17,09:50:00,11755,11765,11735,11765,5818
2016/3/17,09:55:00,11765,11775,11750,11755,3800
2016/3/17,10:00:00,11755,11770,11750,11760,2320
2016/3/17,10:05:00,11765,11805,11755,11805,6168
2016/3/17,10:10:00,11805,11805,11730,11735,8638
2016/3/17,10:15:00,11730,11735,11680,11705,11958
2016/3/17,10:35:00,11705,11710,11695,11705,4200
2016/3/17,10:40:00,11705,11705,11675,11690,6602
2016/3/17,10:45:00,11690,11715,11685,11710,4070
2016/3/17,10:50:00,11710,11725,11705,11710,3606
2016/3/17,10:55:00,11710,11735,11710,11715,2752
2016/3/17,11:00:00,11715,11720,11695,11705,3484
2016/3/17,11:05:00,11705,11715,11700,11705,3740
2016/3/17,11:10:00,11705,11750,11685,11740,6428
2016/3/17,11:15:00,11735,11760,11730,11760,4170
2016/3/17,11:20:00,11760,11760,11735,11740,2394
2016/3/17,11:25:00,11740,11770,11730,11770,3550
2016/3/17,11:30:00,11770,11775,11750,11770,4318
2016/3/17,13:35:00,11780,11800,11765,11770,10104
2016/3/17,13:40:00,11775,11775,11740,11755,4378
2016/3/17,13:45:00,11755,11760,11730,11750,4940
2016/3/17,13:50:00,11750,11770,11740,11765,3834
2016/3/17,13:55:00,11760,11775,11760,11765,3172
2016/3/17,14:00:00,11765,11785,11750,11760,4076
2016/3/17,14:05:00,11760,11800,11755,11785,4930
2016/3/17,14:10:00,11785,11790,11745,11755,3936
2016/3/17,14:15:00,11755,11785,11750,11765,4510
2016/3/17,14:20:00,11760,11780,11760,11765,3348
2016/3/17,14:25:00,11765,11770,11720,11735,5126
2016/3/17,14:30:00,11730,11775,11730,11740,3730
2016/3/17,14:35:00,11745,11750,11710,11715,4600
2016/3/17,14:40:00,11715,11735,11685,11700,6066
2016/3/17,14:45:00,11700,11705,11685,11695,6270
2016/3/17,14:50:00,11695,11730,11685,11715,5500
2016/3/17,14:55:00,11715,11750,11705,11740,5546
2016/3/17,15:00:00,11740,11790,11735,11775,13066
2016/3/17,21:05:00,11795,11830,11755,11820,16874
2016/3/17,21:10:00,11825,11860,11810,11845,13418
2016/3/17,21:15:00,11845,11855,11830,11845,7320
2016/3/17,21:20:00,11845,11875,11835,11850,6222
2016/3/17,21:25:00,11855,11870,11840,11840,4746
2016/3/17,21:30:00,11840,11850,11820,11820,5698
2016/3/17,21:35:00,11820,11840,11790,11810,9902
2016/3/17,21:40:00,11805,11810,11780,11795,6342
2016/3/17,21:45:00,11790,11795,11765,11775,6784
2016/3/17,21:50:00,11775,11815,11770,11805,5972
2016/3/17,21:55:00,11800,11810,11800,11800,2600
2016/3/17,22:00:00,11800,11820,11800,11805,2472
2016/3/17,22:05:00,11805,11825,11800,11805,3556
2016/3/17,22:10:00,11805,11810,11785,11810,5094
2016/3/17,22:15:00,11810,11835,11810,11810,4974
2016/3/17,22:20:00,11810,11830,11805,11825,2632
2016/3/17,22:25:00,11825,11835,11815,11825,2554
2016/3/17,22:30:00,11825,11835,11810,11810,3290
2016/3/17,22:35:00,11810,11830,11810,11815,2526
2016/3/17,22:40:00,11810,11870,11810,11865,7466
2016/3/17,22:45:00,11870,11890,11845,11880,8390
2016/3/17,22:50:00,11880,11920,11850,11870,13194
2016/3/17,22:55:00,11865,11875,11845,11860,4424
2016/3/17,23:00:00,11860,11925,11860,11920,8760
2016/3/18,09:05:00,11980,12010,11905,11925,27950
2016/3/18,09:10:00,11925,11945,11860,11880,19680
2016/3/18,09:15:00,11880,11890,11860,11875,6834
2016/3/18,09:20:00,11870,11935,11865,11925,8012
2016/3/18,09:25:00,11930,11945,11905,11920,9076
2016/3/18,09:30:00,11925,11940,11910,11920,3896
2016/3/18,09:35:00,11915,11935,11905,11905,4320
2016/3/18,09:40:00,11905,11930,11900,11905,3416
2016/3/18,09:45:00,11910,11960,11905,11945,8088
2016/3/18,09:50:00,11945,11990,11930,11955,12466
2016/3/18,09:55:00,11960,11985,11945,11965,7040
2016/3/18,10:00:00,11960,11990,11940,11950,7526
2016/3/18,10:05:00,11950,12095,11950,12060,30772
2016/3/18,10:10:00,12055,12070,12030,12035,9734
2016/3/18,10:15:00,12035,12080,12015,12075,9878
2016/3/18,10:35:00,12085,12110,12035,12050,13546
2016/3/18,10:40:00,12055,12060,12035,12040,7288
2016/3/18,10:45:00,12040,12060,12035,12050,4830
2016/3/18,10:50:00,12050,12095,12050,12085,8778
2016/3/18,10:55:00,12085,12095,12040,12050,6800
2016/3/18,11:00:00,12050,12055,11925,11945,22548
2016/3/18,11:05:00,11940,11960,11905,11925,16644
2016/3/18,11:10:00,11925,11960,11915,11925,9844
2016/3/18,11:15:00,11925,11955,11915,11950,4964
2016/3/18,11:20:00,11945,11945,11875,11890,11684
2016/3/18,11:25:00,11890,11915,11880,11905,8136
2016/3/18,11:30:00,11905,11910,11880,11885,7400
2016/3/18,13:35:00,11885,11940,11870,11930,12036
2016/3/18,13:40:00,11930,11975,11930,11960,11244
2016/3/18,13:45:00,11960,11965,11895,11895,11210
2016/3/18,13:50:00,11895,11910,11835,11840,16410
2016/3/18,13:55:00,11845,11900,11835,11900,12338
2016/3/18,14:00:00,11900,11910,11845,11855,8728
2016/3/18,14:05:00,11855,11900,11825,11830,12328
2016/3/18,14:10:00,11820,11820,11770,11800,22434
2016/3/18,14:15:00,11805,11835,11800,11835,9368
2016/3/18,14:20:00,11835,11840,11785,11830,9144
2016/3/18,14:25:00,11825,11830,11790,11830,6300
2016/3/18,14:30:00,11830,11850,11800,11805,7850
2016/3/18,14:35:00,11805,11830,11805,11815,4928
2016/3/18,14:40:00,11815,11875,11810,11875,9194
2016/3/18,14:45:00,11870,11910,11865,11900,17262
2016/3/18,14:50:00,11900,11900,11865,11870,9314
2016/3/18,14:55:00,11870,11870,11730,11765,27694
2016/3/18,15:00:00,11765,11785,11695,11700,20818
2016/3/18,21:05:00,11790,11790,11665,11740,27248
2016/3/18,21:10:00,11735,11780,11730,11765,14206
2016/3/18,21:15:00,11765,11775,11740,11750,9080
2016/3/18,21:20:00,11750,11755,11720,11725,8702
2016/3/18,21:25:00,11730,11750,11720,11720,6790
2016/3/18,21:30:00,11720,11730,11665,11680,14956
2016/3/18,21:35:00,11685,11685,11640,11680,18086
2016/3/18,21:40:00,11680,11725,11675,11715,11522
2016/3/18,21:45:00,11715,11715,11690,11695,4748
2016/3/18,21:50:00,11695,11745,11685,11735,11288
2016/3/18,21:55:00,11735,11745,11705,11720,6498
2016/3/18,22:00:00,11715,11740,11715,11740,4954
2016/3/18,22:05:00,11740,11740,11720,11735,3712
2016/3/18,22:10:00,11735,11740,11715,11715,6422
2016/3/18,22:15:00,11720,11730,11710,11725,2108
2016/3/18,22:20:00,11725,11725,11695,11700,3354
2016/3/18,22:25:00,11700,11725,11700,11720,3378
2016/3/18,22:30:00,11720,11720,11685,11700,4828
2016/3/18,22:35:00,11700,11715,11690,11710,3410
2016/3/18,22:40:00,11710,11715,11700,11705,1538
2016/3/18,22:45:00,11705,11715,11690,11705,3138
2016/3/18,22:50:00,11705,11715,11690,11710,3598
2016/3/18,22:55:00,11710,11730,11705,11720,4332
2016/3/18,23:00:00,11720,11730,11690,11695,6490
2016/3/21,09:05:00,11665,11730,11645,11695,27448
2016/3/21,09:10:00,11695,11755,11685,11755,15760
2016/3/21,09:15:00,11755,11810,11745,11795,25208
2016/3/21,09:20:00,11795,11875,11790,11860,28882
2016/3/21,09:25:00,11855,11890,11845,11855,18324
2016/3/21,09:30:00,11855,11905,11845,11900,15422
2016/3/21,09:35:00,11905,11910,11875,11875,16204
2016/3/21,09:40:00,11875,11885,11865,11865,7844
2016/3/21,09:45:00,11865,11895,11855,11885,8762
2016/3/21,09:50:00,11885,11965,11885,11940,26664
2016/3/21,09:55:00,11940,11955,11915,11935,13908
2016/3/21,10:00:00,11940,11980,11915,11975,13092
2016/3/21,10:05:00,11975,11975,11935,11935,10576
2016/3/21,10:10:00,11940,11950,11895,11900,10608
2016/3/21,10:15:00,11900,11950,11900,11950,6808
2016/3/21,10:35:00,11950,11950,11935,11940,5010
2016/3/21,10:40:00,11940,11980,11930,11980,6526
2016/3/21,10:45:00,11980,11995,11950,11985,14188
2016/3/21,10:50:00,11980,11990,11960,11980,10800
2016/3/21,10:55:00,11985,11985,11945,11980,7532
2016/3/21,11:00:00,11980,12045,11955,12040,19824
2016/3/21,11:05:00,12045,12050,11970,11990,16906
2016/3/21,11:10:00,11995,12010,11930,11940,16830
2016/3/21,11:15:00,11940,11940,11885,11900,21314
2016/3/21,11:20:00,11900,11920,11860,11905,16730
2016/3/21,11:25:00,11905,11935,11900,11935,11492
2016/3/21,11:30:00,11935,11975,11925,11960,10972
2016/3/21,13:35:00,11965,12005,11950,11970,15662
2016/3/21,13:40:00,11970,11975,11915,11930,13942
2016/3/21,13:45:00,11935,11935,11860,11885,20006
2016/3/21,13:50:00,11885,11930,11885,11905,10306
2016/3/21,13:55:00,11905,11915,11885,11895,7964
2016/3/21,14:00:00,11895,11910,11890,11905,5038
2016/3/21,14:05:00,11905,11955,11900,11915,12480
2016/3/21,14:10:00,11915,11920,11870,11895,9722
2016/3/21,14:15:00,11895,11910,11880,11880,6282
2016/3/21,14:20:00,11880,11925,11880,11915,7072
2016/3/21,14:25:00,11915,11920,11870,11890,8582
2016/3/21,14:30:00,11890,11890,11815,11840,23686
2016/3/21,14:35:00,11835,11905,11835,11905,15500
2016/3/21,14:40:00,11900,11910,11885,11895,5924
2016/3/21,14:45:00,11900,11900,11835,11840,9714
2016/3/21,14:50:00,11835,11885,11830,11880,9884
2016/3/21,14:55:00,11875,11880,11805,11835,16394
2016/3/21,15:00:00,11835,11850,11805,11845,15122
2016/3/21,21:05:00,11900,11930,11865,11900,20632
2016/3/21,21:10:00,11900,11960,11885,11945,17090
2016/3/21,21:15:00,11945,11980,11935,11955,21914
2016/3/21,21:20:00,11955,11960,11930,11935,10644
2016/3/21,21:25:00,11935,11950,11920,11935,9444
2016/3/21,21:30:00,11935,11950,11920,11925,5290
2016/3/21,21:35:00,11920,11950,11920,11940,7500
2016/3/21,21:40:00,11940,11960,11935,11950,7126
2016/3/21,21:45:00,11950,11965,11945,11960,6850
2016/3/21,21:50:00,11965,11970,11945,11955,6138
2016/3/21,21:55:00,11955,11970,11945,11970,5976
2016/3/21,22:00:00,11970,11995,11955,11955,12768
2016/3/21,22:05:00,11960,11975,11955,11955,6196
2016/3/21,22:10:00,11955,11955,11935,11940,7196
2016/3/21,22:15:00,11945,11960,11940,11940,6216
2016/3/21,22:20:00,11940,11950,11930,11935,6350
2016/3/21,22:25:00,11930,11955,11930,11945,6064
2016/3/21,22:30:00,11950,11965,11945,11950,5468
2016/3/21,22:35:00,11950,11955,11865,11875,23736
2016/3/21,22:40:00,11880,11890,11855,11875,10226
2016/3/21,22:45:00,11875,11880,11840,11850,13444
2016/3/21,22:50:00,11845,11870,11825,11860,9768
2016/3/21,22:55:00,11855,11880,11855,11860,5336
2016/3/21,23:00:00,11860,11900,11860,11900,6776
2016/3/22,09:05:00,11955,11980,11915,11920,26164
2016/3/22,09:10:00,11925,11930,11890,11915,13222
2016/3/22,09:15:00,11920,11945,11915,11920,9340
2016/3/22,09:20:00,11920,11935,11905,11925,7890
2016/3/22,09:25:00,11920,11930,11910,11910,5540
2016/3/22,09:30:00,11905,11925,11865,11870,12512
2016/3/22,09:35:00,11870,11875,11845,11875,16496
2016/3/22,09:40:00,11875,11880,11835,11845,11098
2016/3/22,09:45:00,11845,11845,11815,11825,15662
2016/3/22,09:50:00,11825,11850,11815,11825,10988
2016/3/22,09:55:00,11825,11855,11820,11840,8264
2016/3/22,10:00:00,11840,11840,11770,11770,21272
2016/3/22,10:05:00,11775,11805,11765,11800,12058
2016/3/22,10:10:00,11800,11820,11790,11815,6644
2016/3/22,10:15:00,11815,11820,11800,11810,3866
2016/3/22,10:35:00,11810,11830,11805,11830,6982
2016/3/22,10:40:00,11825,11845,11820,11835,7606
2016/3/22,10:45:00,11840,11840,11825,11830,3628
2016/3/22,10:50:00,11825,11835,11775,11790,11566
2016/3/22,10:55:00,11790,11810,11780,11795,6302
2016/3/22,11:00:00,11790,11830,11780,11825,7692
2016/3/22,11:05:00,11820,11835,11820,11830,3442
2016/3/22,11:10:00,11830,11870,11830,11855,16514
2016/3/22,11:15:00,11855,11860,11840,11845,5840
2016/3/22,11:20:00,11845,11865,11825,11830,8818
2016/3/22,11:25:00,11835,11835,11815,11815,6154
2016/3/22,11:30:00,11820,11825,11810,11820,4402
2016/3/22,13:35:00,11840,11860,11835,11850,12114
2016/3/22,13:40:00,11850,11855,11825,11835,5790
2016/3/22,13:45:00,11835,11865,11830,11860,7492
2016/3/22,13:50:00,11865,11875,11855,11860,11980
2016/3/22,13:55:00,11860,11870,11830,11840,9114
2016/3/22,14:00:00,11840,11865,11840,11865,6402
2016/3/22,14:05:00,11860,11865,11815,11825,10858
2016/3/22,14:10:00,11825,11825,11795,11815,12952
2016/3/22,14:15:00,11810,11820,11795,11795,6682
2016/3/22,14:20:00,11795,11830,11790,11820,8652
2016/3/22,14:25:00,11820,11830,11810,11815,4614
2016/3/22,14:30:00,11815,11840,11815,11825,4666
2016/3/22,14:35:00,11820,11835,11795,11810,8412
2016/3/22,14:40:00,11810,11810,11775,11775,13306
2016/3/22,14:45:00,11775,11805,11755,11790,16562
2016/3/22,14:50:00,11790,11815,11780,11780,8110
2016/3/22,14:55:00,11780,11790,11760,11775,11250
2016/3/22,15:00:00,11775,11800,11760,11775,12316
2016/3/22,21:05:00,11800,11805,11750,11775,17350
2016/3/22,21:10:00,11775,11775,11745,11755,10720
2016/3/22,21:15:00,11755,11760,11690,11690,18662
2016/3/22,21:20:00,11690,11715,11670,11705,15680
2016/3/22,21:25:00,11705,11725,11705,11725,5868
2016/3/22,21:30:00,11725,11730,11705,11715,6066
2016/3/22,21:35:00,11715,11745,11710,11740,8034
2016/3/22,21:40:00,11740,11740,11720,11720,4734
2016/3/22,21:45:00,11720,11750,11720,11745,5246
2016/3/22,21:50:00,11750,11770,11745,11760,8926
2016/3/22,21:55:00,11760,11775,11745,11765,6744
2016/3/22,22:00:00,11765,11775,11755,11765,4512
2016/3/22,22:05:00,11760,11775,11755,11765,5732
2016/3/22,22:10:00,11765,11770,11755,11760,2834
2016/3/22,22:15:00,11755,11770,11755,11765,3418
2016/3/22,22:20:00,11765,11765,11755,11765,1548
2016/3/22,22:25:00,11760,11830,11760,11815,17780
2016/3/22,22:30:00,11810,11830,11810,11810,8148
2016/3/22,22:35:00,11810,11825,11805,11810,5390
2016/3/22,22:40:00,11815,11815,11795,11805,5974
2016/3/22,22:45:00,11805,11830,11795,11820,5502
2016/3/22,22:50:00,11820,11845,11820,11835,7324
2016/3/22,22:55:00,11840,11845,11825,11835,3986
2016/3/22,23:00:00,11840,11855,11835,11850,9804
2016/3/23,09:05:00,11840,11890,11830,11875,21224
2016/3/23,09:10:00,11875,11915,11875,11885,24236
2016/3/23,09:15:00,11885,11900,11875,11885,11744
2016/3/23,09:20:00,11890,11900,11885,11890,7918
2016/3/23,09:25:00,11895,11930,11890,11920,13586
2016/3/23,09:30:00,11920,11920,11890,11895,7470
2016/3/23,09:35:00,11900,11900,11845,11870,18112
2016/3/23,09:40:00,11870,11870,11845,11860,8116
2016/3/23,09:45:00,11860,11865,11835,11850,9238
2016/3/23,09:50:00,11845,11875,11835,11875,9412
2016/3/23,09:55:00,11875,11875,11845,11850,6278
2016/3/23,10:00:00,11850,11850,11820,11835,11502
2016/3/23,10:05:00,11835,11850,11825,11845,5376
2016/3/23,10:10:00,11845,11855,11835,11845,3274
2016/3/23,10:15:00,11850,11850,11810,11815,7632
2016/3/23,10:35:00,11815,11825,11800,11810,9168
2016/3/23,10:40:00,11810,11810,11765,11790,14562
2016/3/23,10:45:00,11785,11785,11750,11755,14334
2016/3/23,10:50:00,11755,11780,11745,11775,12370
2016/3/23,10:55:00,11770,11790,11765,11785,6010
2016/3/23,11:00:00,11785,11795,11770,11775,6314
2016/3/23,11:05:00,11775,11795,11765,11785,5884
2016/3/23,11:10:00,11785,11800,11780,11790,4290
2016/3/23,11:15:00,11790,11795,11770,11775,4394
2016/3/23,11:20:00,11780,11795,11770,11770,6052
2016/3/23,11:25:00,11770,11785,11750,11750,7806
2016/3/23,11:30:00,11750,11765,11735,11760,9644
2016/3/23,13:35:00,11735,11745,11720,11730,13328
2016/3/23,13:40:00,11725,11755,11720,11745,8758
2016/3/23,13:45:00,11745,11760,11735,11750,7000
2016/3/23,13:50:00,11750,11750,11730,11750,5972
2016/3/23,13:55:00,11750,11760,11735,11755,4320
2016/3/23,14:00:00,11760,11760,11745,11755,3902
2016/3/23,14:05:00,11750,11750,11730,11735,8700
2016/3/23,14:10:00,11735,11740,11720,11735,10250
2016/3/23,14:15:00,11730,11760,11730,11755,8136
2016/3/23,14:20:00,11750,11770,11745,11770,8720
2016/3/23,14:25:00,11770,11785,11755,11765,8340
2016/3/23,14:30:00,11765,11765,11710,11715,16414
2016/3/23,14:35:00,11715,11720,11685,11685,20272
2016/3/23,14:40:00,11690,11690,11660,11680,19678
2016/3/23,14:45:00,11680,11680,11605,11610,25716
2016/3/23,14:50:00,11605,11620,11580,11595,27360
2016/3/23,14:55:00,11595,11595,11565,11585,20964
2016/3/23,15:00:00,11580,11585,11550,11550,22328
2016/3/23,21:05:00,11550,11550,11505,11535,25390
